substances,979
generally,102
field,134
book,502
role,298
better,762
test,752
2006,760
erosion,923
canada,539
elements,228
star,481
temperatures,451
models,695
2005,807
problems,694
m,194
includes,370
meaning,338
important,75
nucleus,877
included,724
song,888
structure,96
began,422
billion,489
–,15
land,172
e,927
longer,467
physics,523
age,260
required,353
orbit,713
together,305
2000,957
mass,71
2007,662
time,18
management,648
2008,700
2009,757
requires,853
original,563
adult,966
